stars,title,tags,details,link,comments,author
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1162",Redis 本番障害から学んだコードレビューの勘所,"[""Redis"", ""Python"", ""Ruby"", ""AWS""]","Redis不適切利用による問題は本番運用が始まってから顕在化することが多く、時限爆弾みたいな存在です。事前に防ぐにはコードレビュー段階で叩くしかありません。
Redisはスクリプト言語と相性が良...",https://qiita.com//haminiku/items/43bafbb9d74ef3a1f74c,6,haminiku
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1142",「中年の危機」ど真ん中のオッサンがWEBサービス作ってみた。,"[""ASP.NET_Core"", ""C#"", ""Bootstrap"", ""Webサービス"", ""オープンデータ""]",そういった背景から、PHPやRubyやJavaも触ってみたけど、C#が自分で一番しっくりくる感じがあり、ASP.netを採用することにしました。,https://qiita.com//hiroz31/items/d7f2f9b7d02f9be1ca92,33,hiroz31
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1119",学習を加速させるインデックス読書術,"[""技術書"", ""読書""]","たとえば、Rubyのリファレンスを考えてみましょう。
これ、なかなか通読しませんよね。
ま、学び始めに構文などはざっと通すかもしれませんが、
マイナーなビルトインライブラリま ...",https://qiita.com//dkatsura/items/3364b293ed1451a66a8a,3,dkatsura
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1119",未経験から4ヶ月でWeb系エンジニアに転職するためにやったこと,"[""転職"", ""未経験"", ""ポエム""]",内容としてはHTML、CSS、Bootstrap、JavaScript、jQuery、Ruby、Ruby on Railsを一通りって感じです。 就職するま ...,https://qiita.com//ryokky59/items/833cb3cf916ec0fd1e19,14,ryokky59
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1119",駆け出しエンジニアの頃に知ってたら超捗ってたlinux系コマンド・テクニックまとめ,"[""Linux"", ""Linuxコマンド"", ""シェルスクリプト"", ""コマンド"", ""初心者""]","> ruby calculate.rb < input_data.txt
（calculate.rbを実行し、そのデータとしてinput_data.txtを指定し ...",https://qiita.com//sukebeeeeei/items/a07743279ae86effe1ca,20,sukebeeeeei
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1114",引っ越し祝いに大きめのエジプト神像を送りつけられたのでラズパイを仕込んで喋れるようにした,"[""RaspberryPi"", ""シェルスクリプト""]","今後やりたいこと
Rubyで作り直す(シェルスクリプトだるくなってきたし、Rubyに挑戦したい)
物理ボタンを付ける（アラーム止めるのに毎回ログインしてコマ ...",https://qiita.com//sngazm/items/c27b7745fb68139213c2,8,sngazm
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1112",Web Developer Roadmap 2018が出たので2017年版と比較してみる,"[""ロードマップ"", ""frontend"", ""Backend"", ""devops""]",これらとは別のものを選ぶ必要があるなら、私はRubyに行くだろう。 しかし、これは私の個人的な好みにすぎません。表示されている言語のいずれかを選ぶことができます。,https://qiita.com//ushironoko/items/f2f7c20bd604e4542db1,9,ushironoko
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1111",Webサービス個人開発するなら読みたい情報源13,"[""初心者"", ""iOS"", ""PHP"", ""Python"", ""Ruby""]","/prog-8.com/
Techpit Market（クローンアプリを作りながら学べる：有料）
https://market.techpit.jp/
Coffee-Cup（Ruby",https://qiita.com//curryperformer-kato/items/a7dc9a41200b6c9c1912,6,curryperformer-kato
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1101",Terraform職人入門: 日々の運用で学んだ知見を淡々とまとめる,"[""Terraform""]","undle 'juliosueiras/vim-terraform-completion'
ちなみにこの vim-terraform-completion は内部的にRuby ...",https://qiita.com//minamijoyo/items/1f57c62bed781ab8f4d7,4,minamijoyo
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1093",GCPで永久無料枠を利用してサービスを立ち上げたときにしたことの備忘録,"[""gcp"", ""gce"", ""初心者"", ""インフラ"", ""WEBサーバ""]",おそらく、rbenvやrubyのインストールとrailsのインストールが必要になると思いますが、その辺はよしなにやってください。,https://qiita.com//riku-shiru/items/a870edd9dc0b132e092c,13,riku-shiru
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1090",Rubyで%記法（パーセント記法）を使う,"[""Ruby""]","r = %(Programming language ""Ruby"")
puts str
# => Programming language ""Ruby ...",https://qiita.com//mogulla3/items/46bb876391be07921743,1,mogulla3
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1084",Qiita Markdown 書き方 まとめ,"[""Qiita"", ""Markdown""]","(Markdown記法チートシートより引用)
html、css、php、ruby、python…　何でも使えるという認識でとりあえず大丈夫です。 Bash, C#(cs),  ...",https://qiita.com//shizuma/items/8616bbe3ebe8ab0b6ca1,4,shizuma
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1082",Railsが時代に合わなくなってきた,"[""Ruby"", ""Rails"", ""Synth"", ""jsonschema""]","結論
Ruby on Railsは、URL => HTML => Resourceの単純なモデルに深く結びついている。",https://qiita.com//kaiinui/items/2781219340d427543d08,5,kaiinui
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1080",オブジェクト指向の法則集,"[""オブジェクト指向"", ""Ruby""]","orial/homepage3.nifty.com/masarl/article/oo-principles.html ）
なお、この記事の他にも石井さんのオブジェクト指向やRuby",https://qiita.com//kenjihiranabe/items/9eddc70e279861992274,1,kenjihiranabe
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1080",[*Rails*] deviseの使い方（rails5版）,"[""Rails"", ""Ruby"", ""devise"", ""omniauth-twitter""]","[Rails] deviseの使い方（rails4版）
【前回】
rails : 4.2.0
ruby  : 2.2.0
devise: 3.4.1
↓
【今回】
rails ...",https://qiita.com//cigalecigales/items/f4274088f20832252374,11,cigalecigales
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1076",プログラマなのに知らなかったら恥ずかしい英単語集,"[""Rails"", ""Ruby"", ""JavaScript"", ""PHP"", ""iOS""]","1. send, deliver, dispatch, announce, distribute, route
send : (命令・依頼などによって)行かせる、送る
deliver : 配達す...",https://qiita.com//usatie/items/b41adf8114188406d2b8,9,usatie
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1071",Pythonでゼロからでもサービス開発・公開できる学習ロードマップ,"[""Python"", ""Django"", ""HTML"", ""Webサービス"", ""AWS""]","Rubyなど他の言語でも大筋は同じ流れなので、
Pythonと書いてある部分を、そのままRubyと読み替えれば大丈夫です。
※なお、Twitter でもプロ ...",https://qiita.com//Saku731/items/52a3bbacd002f26f408e,,Saku731
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1059",Rubyプログラミングが快適になるVim環境を0から構築する,"[""Vim"", ""Ruby"", ""CentOS""]","より快適なVim × Ruby環境を目指して構築したvim環境について。
0からでも構築できるように整理した。
やること
最初にRuby、Vim、その他必要 ...",https://qiita.com//mogulla3/items/42a7f6c73fa4a90b1df3,4,mogulla3
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1058",ターミナル 作業効率化 tips集,"[""ターミナル"", ""iTerm2"", ""Linux"", ""UNIX"", ""Mac""]","「cd ru」を打ってtab、「cd ruby/ma」でtabを打っています
コマンド編
★★★ cd -
ひとつ前にいたディレクトリに戻る。
★★★ cat (ファイル名) ...",https://qiita.com//shizuma/items/86470203ac8ea6b4d53f,14,shizuma
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1051",Chefを読んで実行するための全知識,"[""chef-solo"", ""chef""]","ll in one package"",
""run_list"": [
""base::packages"",
""info-base"",
""ruby"",
""ruby ...",https://qiita.com//TsuyoshiUshio@github/items/89030baca68b05a9783d,6,TsuyoshiUshio@github
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1042",オブジェクト指向と20年戦ってわかったこと,"[""ポエム"", ""オブジェクト指向""]",Smalltalkとか、Rubyはオブジェクト指向について、「メッセージパッシング」を強調していたりするんですが、どちらかというとインタフェース指向とかオブジェクト指向な気が ...,https://qiita.com//shibukawa/items/2698b980933367ad93b4,4,shibukawa
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1032",フロントエンド全然わからないマンが、ちょっとでも見た目のいいWebサービスを作ろうとしてやったこと,"[""Rails"", ""CSS"", ""Vue.js"", ""MaterialDesign"", ""slim""]","(この記事は、あくまで私が試行錯誤した結果をまとめたものであり、その結果出来上がったサービスの見た目の良さを保証するものではありません)
書いている人のプロフィール
Ruby ...",https://qiita.com//liukoki/items/8a6cd4543e7e7e906461,10,liukoki
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1029",GraphQLの全体像とWebApp開発のこれから,"[""GraphQL"", ""WebAPI"", ""microservices"", ""serverless"", ""frontend""]","例えば, Webフロントエンドアプリケーションとして Nuxt.js, サーバーサイドAPIとして Ruby on Rails で実装しているアプリケーションがあったとします ...",https://qiita.com//saboyutaka/items/171f7382cdf75b67d076,1,saboyutaka
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1026",俺が悪かった。素直に間違いを認めるから、もうサービスクラスとか作るのは止めてくれ,"[""Rails"", ""Ruby""]",別にトランザクションスクリプト自体が悪いというわけではないが、RubyやRailsでそういう書き方をすると大抵地獄になる。 型やnull安全等で守られていない,https://qiita.com//joker1007/items/25de535cd8bb2857a685,,joker1007
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1025",Googleの虎の子「BigQuery」をFluentdユーザーが使わない理由がなくなった理由 #gcpja,"[""hadoop"", ""Fluentd"", ""GoogleCloudPlatform"", ""GoogleBigQuery"", ""BigQuery""]",このプラグイン開発では、Rubyの元リリースマネージャでGoogleエンジニアの@yuguiさんも強力にcontributeしている。,https://qiita.com//kazunori279/items/10ac0066ac9b0b5aaaf3,2,kazunori279
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1021",レビュー前に直して欲しい日本語の問題点８つ,"[""ドキュメント"", ""新人プログラマ応援"", ""コメント"", ""日本語""]","例えば「〜と呼ばれる〇〇」は、よく以下のような誤りを見かけます：
Rubyと呼ばれる言語で実装されています。 「Rubyと呼ばれる言語」という表現は、私は以 ...",https://qiita.com//tonluqclml/items/bc63c294dda6010b63e9,60,tonluqclml
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}1007",Rails4 今のところ最強なデバッグツール達,"[""debug"", ""Ruby"", ""Rails"", ""pry""]","(2013/10/24 現在)
作業環境
Ruby 2.0.0p247
Rails 4.0.0
Gemfileに設定している内容
※ コメントに随時変更したものを追記しますー ...",https://qiita.com//yusabana/items/8ce54577d959bb085b37,6,yusabana
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}994",15年間システム開発業を営んで来た結果の最適解,"[""Redmine"", ""Slack"", ""IntelliJ""]","言語
バックエンド
PHP(CakePHP・Laravel)、Ruby(Ruby on Rails)、Java(SpringBoot)、NodeJSなど案件 ...",https://qiita.com//jjaji80/items/b6713ec86079fe053a24,13,jjaji80
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}991",SVNを捨ててGitを使うべき5つの理由,"[""Git"", ""GitHub"", ""svn""]","JavaやRubyはオブジェクト指向で学習コストがかかるから、
と理論武装してCOBOLをずっとやっていてもいいですが、仕事がなくなるのは時間の問題です。",https://qiita.com//YusukeHosonuma/items/14c59f3878d640a401a1,14,YusukeHosonuma
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}990",変更に強いアーキテクチャについてIT業界19年目の僕が超ザックリ説明する,"[""アーキテクチャ"", ""設計"", ""クラス図"", ""オブジェクト指向"", ""C#""]",余談になるが、Rubyなどのダックタイピングが出来る言語で同じような構造を考える際にはインターフェースを明示的に定義することはないが、僕の頭の中ではインターフェースがあるもの ...,https://qiita.com//lobin-z0x50/items/39131a4f47ed7c5df443,9,lobin-z0x50
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}989",レガシープロジェクトを引き継いだ時、最初にするべき７つのこと,"[""ドキュメント"", ""プロジェクト管理"", ""プロジェクトマネジメント"", ""新人プログラマ応援"", ""レガシーコード""]","↩
テストが管理されていないと、全テストを実施するのにかかる時間が過大に見積もられ、「Rubyのバージョンをあげるなんて無理だよ！だって全機能テストにはすごく時間がかかるじゃ ...",https://qiita.com//tonluqclml/items/a7ed2f94225ef8a37b8b,5,tonluqclml
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}984",ウェブアプリケーションフレームワーク Flask を使ってみる,"[""Flask"", ""Python""]",Ruby は柔軟なプログラミング言語であり Sinatra のような手軽で軽量なウェブアプリケーションフレームワークがあります。,https://qiita.com//ynakayama/items/2cc0b1d3cf1a2da612e4,3,ynakayama
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}981",Bashの便利な構文だがよく忘れてしまうものの備忘録,"[""Linux"", ""ShellScript"", ""Bash"", ""シェル芸""]","↩
PHPやPerl、Rubyなどはこの文法が参考にされている。 ↩
組み込み側のマニュアルは、man bashを参照するとよい。 ↩
ただ、コマンドによっては、別なことを意 ...",https://qiita.com//Ping/items/57fd75465dfada76e633,10,Ping
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}979",githubで最もやべー関数を発掘する,"[""C++"", ""Java"", ""JavaScript"", ""Python"", ""Swift""]","RMリポジトリのOpenTag関数」(複雑度1509)
言語毎の傾向に着目すると...
javascriptにはやべー関数が多い
python/java/swift/ruby ...",https://qiita.com//AngryMane/items/2be9016f82653c8cc07f,17,AngryMane
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}977",そのシェルスクリプトもうちょっとシンプルに書けそう Tips集（Golf/シェル芸ではない）,"[""Bash"", ""ShellScript""]",途中、python や ruby でスクリプト作ったり、ちょっと zsh に浮気したりしましたが、なんだかんだで今も Bash を使うことが多いです。 例えば,https://qiita.com//yasuhiroki/items/fad876db9e5505fceb03,5,yasuhiroki
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}970",インターン生が外国人エンジニアから学んだ６つのこと,"[""外国人"", ""キャリア""]",なんでこんな題名になっているかというと、ジョインした段階で完全リモートで参画していたベトナム人、フランス人のエンジニアがいたり、１月からは元インフラエンジニアでRubyの開発 ...,https://qiita.com//ostk0069/items/468650942ea777310ba8,21,ostk0069
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}966",Rails開発環境の構築（rbenvでRuby導入からBundler、Rails導入まで）（Macport編）,"[""Rails"", ""rbenv"", ""Mac"", ""macports"", ""Ruby""]","rbenvとは
Ruby環境のバージョン切り替えツールである。Ruby（に限らないが）はバージョンの差違によって、ソフトウェアが正常に動いたり動かなかったり ...",https://qiita.com//emadurandal/items/a60886152a4c99ce1017,7,emadurandal
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}965", vim使っているrubyistで、これ入れていないのはヤバいプラグインまとめ 9個　(2013-10-04更新),"[""Vim"", ""Ruby"", ""ctags""]","Rubyの開発効率を高めたい！
vimでRubyやRails開発するときに、デフォルトの状態では非力ですよね。
開発効率を高める9つのプラグインを紹介します ...",https://qiita.com//alpaca_taichou/items/ab2ad83ddbaf2f6ce7fb,6,alpaca_taichou
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}964",Python文字列操作マスター,"[""Python""]",余談ですがRubyのjoinはArrayのメソッド(連結文字列を引数にとる)、Pythonのjoinはstrのメソッド(list/tupleを引数にとる)と、逆になっているので,https://qiita.com//tomotaka_ito/items/594ee1396cf982ba9887,4,tomotaka_ito
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}964",[意訳]私がGulpとGruntを手放した理由,"[""gulp"", ""JavaScript"", ""フロントエンド"", ""grunt"", ""npm""]","Bash, Python, Ruby, Powershellなど、OSが実行できるscriptならば実行することができます。
手法3. ShellJSを使う。",https://qiita.com//chuck0523/items/dafdbd19c12efd40e2de,7,chuck0523
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}964",GoF デザインパターン チートシート,"[""デザインパターン"", ""GoF""]",あの頃 (ポール・グレアムが LISP と Ruby を褒めるまで) は、「オブジェクト指向様こそが良い設計のすべて教」が信仰されていました。,https://qiita.com//tanakahisateru/items/df03d2558f9499d1a64a,2,tanakahisateru
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}960",機械学習はじめの一歩に役立つ記事のまとめ,"[""機械学習"", ""Python"", ""MachineLearning"", ""Ruby"", ""OpenCV""]","点、王将の近くに敵の駒がある場合はマイナス500点といった具合
機械学習によりこれらの重みを自動調整
大量のニュースから興味関心のある話題をベイジアン分類で抽出する
Ruby ...",https://qiita.com//shu223/items/9cbde46c0690f1952750,,shu223
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}959",【個人開発】遅刻を許容し、社会を浄化するアプリを作りました【クソアプリ】,"[""Ruby"", ""Rails"", ""クソアプリ"", ""GoogleMapsAPI"", ""個人開発""]","使用技術について
・Ruby on Rails 6.0.3
・各種API
　Google maps JavaScript API
　　- Places API
　　- Geo ...",https://qiita.com//yshici/items/e9365fa99b000eeb0188,15,yshici
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}955",[WEB開発] 私的な最近のおすすめサービス/ツール 14選 〜2014年版〜,"[""GitHub"", ""Qiita"", ""yeoman"", ""Heroku"", ""JavaScript""]","① Heroku
Heroku を利用すると、Ruby(on Rails)、PHP、Node.js、Python 等のサーバ側アプリケーションをホスティングすることが出来ます ...",https://qiita.com//hkusu/items/6d0f8ca873a867aafce9,,hkusu
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}952",なぜ、組織のつくりとソフトウェアアーキテクチャは似てしまうのか,"[""アーキテクチャ"", ""CleanArchitecture"", ""技術的負債"", ""UX""]",たとえば、Ruby on RailsなどWeb Application Frameworkは、Webサービスを作りやすくする代わりに、様々な制約を課します。,https://qiita.com//hirokidaichi/items/d12fcce80ee593bcf34d,4,hirokidaichi
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}949",あなたの知らない less の世界,"[""less"", ""Linux"", ""UNIX"", ""MacOSX""]",後は普通に less hoge.rb などとすると、Ruby 用のシンタックスハイライトが自動で適用されます。,https://qiita.com//delphinus/items/b04752bb5b64e6cc4ea9,6,delphinus
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}947",2020年現在 Web系企業で採用されてる技術についてまとめてみた,"[""まとめ"", ""プログラミング言語"", ""ツール"", ""初心者"", ""初心者向け""]","https://github.com/ruby/ruby
代表的なフレームワーク
Ruby on Rails
　言わずと知れた有名フルスタ ...",https://qiita.com//inagacky/items/43cc0518ef11f1e4beb3,16,inagacky
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}945",最短でWeb業界で給与を得るための最小知識2020,"[""Webサービス""]","処理は1人のユーザー向けなこと
サーバーサイドの処理は複数のユーザー向けに並列実行されること
プログラミング言語とWebフレームワークとライブラリの存在を知っている
Ruby ...",https://qiita.com//mazgi/items/30d77099445288af0bda,5,mazgi
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}943",プログラミングスタイルガイドのスタイルガイド,"[""スタイルガイド"", ""コーディング規約""]","良い例:
「本文書はRuby on Railsアプリケーション向けのスタイルガイドである」
「本スタイルガイドはX社におけるRubyプロジェクトに適用すべき ...",https://qiita.com//yugui/items/960b0da38a15c4d6917b,,yugui
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}943",ブラウザテストツール総まとめ・2016年夏版,"[""Selenium"", ""JavaScript"", ""test"", ""e2e""]","
jsdom
JavaScript
4,008
参考 Codeception
WebDriver
PHP
2,295
参考 Capybara
WebDriverほか
Ruby ...",https://qiita.com//cognitom/items/6cce719b57341769c14d,13,cognitom
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}940",エンジニアを指導する立場の人こそ読んでほしい、新卒エンジニアが1年間で上司に感じた５つのこと,"[""エンジニア"", ""指導"", ""教育"", ""新卒"", ""育てる""]","でWEB制作会社入社
エンジニア歴1年
フロントエンドエンジニア半年
アプリエンジニア半年（Swift, Java半々）
サーバー側がちょっとわかる(PHP/Node.js/Ruby",https://qiita.com//hcrane/items/22ea96300dda82ec5b02,56,hcrane
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}934",学生でもできる！Webサービスの開発・リリースするまでの道のり,"[""Rails"", ""JavaScript"", ""AWS"", ""Web"", ""Ruby""]","全体共通
Nginx（Webサーバ）
Ruby on Rails 5.1（サーバーサイド）
Webpack, ES6（フロントエンド）
Docker, Docker Comp ...",https://qiita.com//minakawa-daiki/items/1d7b840c0850ec7c834c,20,minakawa-daiki
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}933",主要でもないプログラミング言語200種を一行で解説,"[""JavaScript"", ""Ruby"", ""Python"", ""Perl"", ""Haskell""]","Ruby
貴重な、国産ながら世界で通用するスクリプト言語。
Python
日本ではそうでもないけど世界では結構人気があるスクリプト言語。 Elixir
ErlangがProl ...",https://qiita.com//make_now_just/items/b2ab19f954417c71848d,20,make_now_just
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}926",Ruby on RailsのAjax処理のおさらい,"[""Ruby"", ""Ajax"", ""CoffeeScript"", ""jQuery"", ""Rails""]",私の主力スキルはPHPなので、PHP＋JavaScript（jQuery）やWordPressでのAjax処理なら特に造作もなく作れていたんだが、今回Rubyでのアプリケーシ ...,https://qiita.com//ka215/items/dfa602f1ccc652cf2888,4,ka215
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}920",Rubyはじめての人がRails開発に参加するときに最初に知っておくべきこと,"[""Rails"", ""Ruby""]","Coffee Script
http://coffeescript.org/
基本的にはRubyに慣れてきたら、RubyっぽいJavascriptだと思えば ...",https://qiita.com//awakia/items/42525adb473c7cc6b811,,awakia
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}920",初心者歓迎！手と目で覚える正規表現入門・その２「微妙な違いを許容しつつ置換しよう」,"[""Ruby"", ""正規表現"", ""JavaScript"", ""ATOM""]","Rubyで動かしてみる
Rubyを使って対象の行だけを抽出する場合はこんな感じになります。
text = <<-TEXT
クープバゲットのパンは ...",https://qiita.com//jnchito/items/64c3fdc53766ac6f2008,2,jnchito
