stars,title,tags,details,link,comments,author
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}920",【Flutter】アプリ開発_初心者のアプリをプロっぽくする最強のpackageを紹介,"[""Flutter"", ""iOS"", ""iPhone"", ""Android"", ""アプリ""]","https://flutter.keicode.com/basics/urllauncher.php
19.launch_review
https://pub.dev/pac ...",https://qiita.com//kazumaz/items/876e162cf429014661d8,6,kazumaz
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}907",ApacheとNginxについて比較,"[""ミドルウェア"", ""Apache"", ""nginx""]","比較的簡単な設定で済む
約20年間OSSとして公開され、バージョンアップした結果により信頼性が高い
最近ではNginxと同じぐらいのシェア率の様子
起動してみる（Mac）
$ php",https://qiita.com//kamihork/items/49e2a363da7d840a4149,2,kamihork
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}895",AIが見つけた、埋もれたQiita良記事100選,"[""Python"", ""自然言語処理"", ""データ分析"", ""word2vec"", ""doc2vec""]","[devops, ポエム]
25
3.46
9
PHPカンファレンス関西2017行ってきたよ
[PHP, phpkansai, phpカン ...",https://qiita.com//youwht/items/900fb5f4e80b11e593a6,7,youwht
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}893",PHPerがRailsデビューしてWebAPIを作りRSpecでテスト書いてCap3/CircleCIでデプロイして分かった事を1ヶ月前の自分に教えたいので、まとめてみた,"[""PHP"", ""RSpec"", ""Rails"", ""Ruby""]","PHPだとCakePHPを中心にZend／Symfonyなどいくつか。 rbenv
Rubyのバージョン管理をしてくれる賢い奴／PHP以上にバージョンごとの ...",https://qiita.com//zaru/items/46366919bcbcf97d63ca,,zaru
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}893",JavaScript開発者のための優秀なVSCodeツール26選,"[""JavaScript"", ""VSCode"", ""日本語訳"", ""jsmanifest"", ""VisualStudioCode""]","私は現在PHPの整形にphpfmtを使っているのですが、これがクローズされてしまいました。
今後どうしたものか。",https://qiita.com//rana_kualu/items/4a4ce6ea7f489dc19f63,2,rana_kualu
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}891",【PHP超入門】HTTP（GET・POST）について,"[""PHP"", ""HTML"", ""HTTP""]",PHPというワードで検索した結果のページを別の方に伝えたいときは、http://qiita.com/search?q=PHP のURLを送れば、相手側にも,https://qiita.com//7968/items/4bf4d6f28284146c288f,3,7968
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}889",フレームワークに見る Web セキュリティ対策,"[""Security""]","link
https://www.owasp.org/index.php/List_of_useful_HTTP_headers
これからの Web 開発のセキュリティ
ここ ...",https://qiita.com//Jxck_/items/ec8e928f69d099b25764,1,Jxck_
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}887",2019年に注目すべきWebテクノロジー6選,"[""React"", ""jQuery"", ""Kotlin"", ""日本語訳"", ""Vue.js""]","感想
よくいるよね、『未だに○○を使ってないやつは××』『未だに○○なんて使っているやつは××』
未だにjQueryは現役だし、未だにStruts2は現役だし、未だにPHP5 ...",https://qiita.com//rana_kualu/items/9652879067cf658499c7,11,rana_kualu
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}883",転職ドラフトで1000万円超えのオファーを2度貰ったエンジニアが「評価された理由」と「正社員で働く意味」について考えてみました。,"[""キャリア"", ""転職""]","分野
内容
言語
COBOL,Delphi,SQL,VC++,Perl,JavaScript,VBScript,VBA,C#,VB.NET,PHP,ActionScript, ...",https://qiita.com//poly_soft/items/a6db13a6e18efc1e7db8,5,poly_soft
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}879",【超入門】20分でLaravel開発環境を爆速構築するDockerハンズオン,"[""Docker"", ""docker-compose"", ""PHP"", ""ハンズオン"", ""Laravel""]","phpの公式Dockerイメージには、docker-php-ext-install, docker-php-ext-enable, doc ...",https://qiita.com//ucan-lab/items/56c9dc3cf2e6762672f4,33,ucan-lab
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}880",ファイルアップロードの例外処理はこれぐらいしないと気が済まない,"[""PHP"", ""セキュリティ""]","脆弱性について
参考リンク
PHPにおけるファイルアップロードの脆弱性CVE-2011-2202
PHP 5.4.1リリースのポイント
上記に対する補足説明
",https://qiita.com//mpyw/items/939964377766a54d4682,13,mpyw
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}879",UserAgentからOS/ブラウザなどの調べかたのまとめ,"[""userAgent"", ""ブラウザ"", ""ユーザーエージェント""]","# ZmEu 脆弱性スキャナの一種 phpMyAdminなどへの攻撃を目的としてスキャン
ZmEu
# Jorgee　PHPの脆弱性をスキャン
Mozilla/5.0 Jor ...",https://qiita.com//nightyknite/items/b2590a69f2e0135756dc,9,nightyknite
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}881",最強のPython統合開発環境PyCharm,"[""Python"", ""Pycharm""]","も Ruby, PHP, JS, C++, Objective-C/Swift などのIDEも開発しています。 iOSアプリ開発をしたり Ruby, PHP ...",https://qiita.com//yamionp/items/f88d50da8d6b548fc44c,,yamionp
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}864",Twitterの名前を5分毎に東京の天気⛅☂☃と連動させるサーバレスプログラムを書いたら色々知らないことが出てきた話,"[""C#"", ""AWS"", ""OpenWeatherMap""]","🌑🌒🌓🌔🌕🌖🌗🌘言語：PHP更新間隔：10分— ミルト🌧ARC (@miruto) April 14, 2018
AWS lambda と Python3 を使って現在の天気 ...",https://qiita.com//issei_y/items/ab641746be2704db98be,1,issei_y
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}859",Dockerfileを書くためのベストプラクティス【参考訳】v18.09,"[""Docker"", ""dockerfile""]","例えば、 CMD [""perl"", ""-de0""] 、 CMD [""python""] 、 CMD [""php"", ""-a""] です。",https://qiita.com//zembutsu/items/a96b68277d699f79418d,8,zembutsu
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}850",これで完璧！今さら振り返る CSRF 対策と同一オリジンポリシーの基礎,"[""Web"", ""セキュリティ"", ""csrf"", ""PHP"", ""CORS""]","[PHPの例] ランダム文字列
<?php
session_start();
if (! >"">
[PHPの例] セッシ ...",https://qiita.com//mpyw/items/0595f07736cfa5b1f50c,7,mpyw
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}846",Reactベース静的サイトジェネレータGatsbyの真の力をお見せします,"[""React"", ""gatsby"", ""GraphQL"", ""JavaScript"", ""JAMstack""]","データの入力やオーサリングをWordPressなどCMSにまかせ、表示をカスタム化することでシステム開発を単純化できる
しかもPHPを書かずに !!",https://qiita.com//uehaj/items/1b7f0a86596353587466,5,uehaj
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}834",保育園落ちたアラフォーがプログラミングを学び、2か月でWebサービスを作った話,"[""Laravel"", ""PHP"", ""ポエム""]",色々、調べたところカスタムフォームで実現できそうでしたがPHPの知識がなく挫折。普段なら、おそらくそれであきらめたと思います。,https://qiita.com//aocory/items/666c22c2c3d75be9ab9a,34,aocory
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}834", 【インフラ初心者超必見】インフラ情報まとめ,"[""インフラ""]","ールで複雑な Rails 製アプリケーションのデプロイ作業をコマンド数行でさくっと片付けられるようになる
公式
AWS Elastic Beanstalk
Java、.NET、PHP",https://qiita.com//enzen/items/aa98ff1dc502d0ff09ad,,enzen
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}834",初心者を戒めるPHP,"[""PHP""]",型推論のあるOCamlの本だけど、「関数定義に対するデザインレシピ」の概念はPHPでこそ活きる。 PHPはテンプレートエンジンじゃない。調子に乗るな。自動エ ...,https://qiita.com//tadsan/items/fb496e450fc27c8c4494,6,tadsan
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}832",PHPを使いもせずDISってる君達へ,"[""PHP"", ""Ruby""]",PHPはよくDISられることがあります。しかし、実際にはほとんどPHPを利用していない人が印象だけでDISってることが多いような気がします。 そこで、,https://qiita.com//nori0620/items/08bba8649fa5b608f695,13,nori0620
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}831",プログラマが持つべき心構え (The Zen of Python),"[""Python""]","test.php
<?php
$foo = ""5"";
echo $foo * 3;
?>
実行するとこうなる。 $php test.",https://qiita.com//IshitaTakeshi/items/e4145921c8dbf7ba57ef,23,IshitaTakeshi
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}828",Dockerで作る最強のWeb開発環境2017,"[""Docker"", ""docker-compose""]","ホスト側ではエディタと git さえあれば完結、というぐらいを目指す
対象領域
Ruby on Rails をはじめ、PHP (mod_php でも ",https://qiita.com//osyoyu/items/a039b7e05abc6e97fb25,3,osyoyu
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}829",RESTful APIのURI設計(エンドポイント設計),"[""api"", ""REST-API"", ""Java"", ""WebAPI"", ""rest""]","例えば、
　http://api.example.com/cgi-bin/get_user.php?user=100
というURIは、PHPで書かれていてC ...",https://qiita.com//NagaokaKenichi/items/6298eb8960570c7ad2e9,,NagaokaKenichi
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}828",7年間使ってきたWordPressを捨ててContentful+Gatsby+Netlifyにしたら爆速になったし経緯とか教訓とか語る,"[""WordPress"", ""contentful"", ""gatsby"", ""Netlify"", ""React""]","設定ミスでphp-fpmがメモリ馬鹿食いしてるの発見するまでは定期的に再起動とかしてました。
次にパフォーマンスの問題が出てきました。 Let's Encrypt動かすのつら ...",https://qiita.com//kfurumiya/items/d0f4a327318b88bd6199,2,kfurumiya
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}825",プログラミングの本を無料で手に入れる方法,"[""Qiita"", ""Book"", ""Java"", ""PHP"", ""C++""]","ramming with Qt 3
・The C++ Hackers Guide
・Teachers' Guide to Practical C++ Programming
・PHP",https://qiita.com//kodam/items/4b10f9c304e4c94a95f1,14,kodam
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}821",分岐アンチパターン,"[""CQS"", ""if文"", ""PHP"", ""アンチパターン""]","ードは全てPHPで書いていますが、どの言語でも参考にはなると思います。
2015年に書いた記事なので、PHP5系ベースになります。 PHP ...",https://qiita.com//pakkun/items/9bef9132f168ba0befd7,10,pakkun
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}819",WEB ページの読み込み時間を短くしよう,"[""HTML"", ""CSS"", ""JavaScript""]","まずは遅くなる原因を取り除こう
この記事ではクライアントサイドに焦点を当てて紹介しますので、PHP や Ruby などサーバーサイドのプログラミングに関することは一切出てきま ...",https://qiita.com//tomochan154/items/2e2dc7b6eca006b41afb,1,tomochan154
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}817",Vue.js概要？,"[""Vue.js""]","サーバーサイドFWとの連携
RubyならRails、PHPならLaravelが良さそうです。
Railsは5.1 から Webpacker を介して Vue.js を
サポー ...",https://qiita.com//asip2k25/items/bd4bdccd5201d542953c,,asip2k25
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}817",YAPC Asia 2015「Google Cloud Platformの謎テクノロジーを掘り下げる」のまとめ,"[""GoogleCloudPlatform"", ""yapcasia""]",Java/Python/Go/PHPは対応してるけど、RubyやPerlその他の言語は使えません。,https://qiita.com//kazunori279/items/3ce0ba40e83c8cc6e580,,kazunori279
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}815",Awesome Go : 素晴らしい Go のフレームワーク・ライブラリ・ソフトウェアの数々,"[""Go"", ""test""]","日付と時間
日時を扱うためのライブラリ.
carbon - PHP から移植された, 多くの util メソッドを持つシンプルな時間拡張 Carbon ライブラリ.
date ...",https://qiita.com//hatai/items/f31914f37dc6c53b2bce,3,hatai
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}811",【新人教育 資料】SQLへの道 〜DB編〜,"[""SQL"", ""DB"", ""プログラミング教育""]","e
homebrew/versions/mysql56      mysql-connector-c              mysqltuner
homebrew/php ...",https://qiita.com//devopsCoordinator/items/9b70e506150888e190be,2,devopsCoordinator
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}812",リーダブルコード要約とリーダブルコード要約の活用方法,"[""リーダブルコード"", ""プログラミング全般""]","whileループは避ける
条件式が下にあり普通の条件式とは異なりよみにくい、whileループで実現すべき
do {
} while () 
do~whileはJava/PHP ...",https://qiita.com//AKB428/items/20e81ccc8d9998b5535d,5,AKB428
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}804",5歳娘「パパ、レンタルサーバを契約しないで？」,"[""AWS"", ""EC2"", ""レンタルサーバ"", ""クラウド""]","ええで」
レンタルサーバ仕様
OS
Red Hat Enterprise Linux
サーバーソフトウェア
Apache
データベース
MySQL
プログラミング言語
PHP ...",https://qiita.com//Yametaro/items/a186525e7c2960e2ae99,21,Yametaro
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}807",1年間真剣にJavaScriptに取り組んだ話,"[""JavaScript"", ""Node.js""]","JavaScriptではなくて、PHPの話とかもするかもしれませんが、あしからず。 1年間まとめ
(1月-8月): 多分、サーバーサイドのエンジニア(PHP ...",https://qiita.com//keitarou/items/17374d49f11d7b08cee9,1,keitarou
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}796",Laravelの開発環境をDockerを使って構築する,"[""PHP7"", ""Docker"", ""Laravel"", ""Mac"", ""初心者""]","2019/10/30 忙しい人向けの記事を書きました
2019/12/31 appコンテナをPHP7.4にアップデートしました。 概要
docker(docker-compo ...",https://qiita.com//ucan-lab/items/17c806973e69792ada99,22,ucan-lab
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}793",【Laravel超入門】開発環境の構築（VirtualBox + Vagrant + Homestead + Composer）,"[""Laravel"", ""homestead"", ""VirtualBox"", ""Vagrant"", ""Composer""]","PHP のフレームワークはいくつかありますが、Laravel は世界的に人気があるようです。
各 PHP フレームワークがどのくらい検索されているか Goo ...",https://qiita.com//7968/items/97dd634608f37892b18a,17,7968
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}790",モダンPHPアンチパターン,"[""PHP""]","前に書いたやつ
PHPのモダンな開発環境を紹介する - Qiita
PHP - Functoolsを作った - Qiita
PHPのlis ...",https://qiita.com//tadsan/items/157969b338fd8b782b21,1,tadsan
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}787",ストアドプロシージャの基本的ななにか,"[""MySQL""]","Ruby とか PHP だとか Perl でも Python だろうと
CALL できれば結果は同じになるはずだよ！",https://qiita.com//setsuna82001/items/e742338eb93e3a48ba46,,setsuna82001
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}784",深夜だから個人的なプログラミング学習方法を書くよ！,"[""プログラミング"", ""言語習得"", ""プログラミング初心者"", ""PHP"", ""HTML""]",仕事で給料を上げるために、PHPでWebアプリを書き始める。この時MySQLやらSQL、HTML、CSS、Linux、Apacheとかを知る。Tomcat、JSPはまだ謎。  ...,https://qiita.com//tao_s/items/b6fb2303e36f5909cc62,26,tao_s
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}780",新人エンジニアに1年間で身につけて欲しい能力,"[""新人プログラマ応援"", ""新人教育"", ""初心者""]","6年目のサーバーサイドエンジニアで、普段はPHP(Laravel)で自社サービスを開発しています。
OJTの内容は？
プログラミング未経験の新人エンジニア4名にOJTを行いました。",https://qiita.com//Megane-kazuma/items/8724b4da563516733c1b,15,Megane-kazuma
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}778",『エンジニアよ、大志を抱け』～まずスキルを磨き、ビジネスを覚え、そしてユーザー企業で活躍しよう,"[""初心者"", ""エンジニア"", ""転職"", ""キャリア"", ""デジタルトランスフォーメーション""]",加えて、Python、JavaScript、PHPなどQiitaでも盛り上がっている人気のある言語や、C/C++/C#、Java、SQLなどの汎用的な言語を3つくらい習得して ...,https://qiita.com//spaces/items/482a91d85d6f9731bfcf,13,spaces
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}774",低レイヤーを学ぶための技術書をまとめてみる,"[""低レイヤ"", ""OS"", ""Linux"", ""UNIX""]",インタプリタ言語とは、JavaScriptやPHPのようなコードを実行時に解析して実行する言語のことである。自分はGoの勉強がてらにと買ったが、Goの学習用途としては向いていない。,https://qiita.com//hareku/items/3383be7aee616e04b80f,3,hareku
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}768",【PHP超入門】名前空間（namespace・use）について,"[""PHP"", ""名前空間"", ""namespace""]","sato.php と suzuki.php の2つのファイルで同名の getGreeting()という挨拶を返してくれる関数を定義します。
sato.",https://qiita.com//7968/items/1e5c61128fa495358c1f,2,7968
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}766",Webアプリケーションの構成に関する予備知識 ,"[""PHP"", ""DDD"", ""PofEAA""]","大化しやすい
オブジェクトのプロパティとDBテーブルのカラムが1:1で対応するなど、オブジェクトとDBテーブルの対応関係が簡単な場合はあまり問題にならない
dummy.php ...",https://qiita.com//okeyaki/items/37eb4b66bd8ef62c1fe8,2,okeyaki
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}762",LaravelのORMで初心者から職人へ,"[""Eloquent"", ""PHP"", ""Laravel"", ""初心者""]","取得するとき
職人
User::find(1);
ナイス職人
User::active()->createdLastMonth()->get();
Userクラスにクエリースコープを...",https://qiita.com//henriquebremenkanp/items/cd13944b0281297217a9,6,henriquebremenkanp
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}755", C# で Single Page Web Application が書ける Blazor が凄かった件,"[""C#"", ""ASP.NET_Core"", ""Blazor""]",Ruby、Python、Java、PHP などなど、C# じゃない言語でサーバー側実装している方々や、サーバー側実装とクライアント側実装で担当者が分かれている場合などは、興味 ...,https://qiita.com//jsakamoto/items/20d4893f6c8cdb0356f6,8,jsakamoto
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}754",Chrome Developer Toolsでパフォーマンス計測・改善,"[""ChromeDevTool"", ""パフォーマンス"", ""Chrome""]","iptで要素のレイアウトに関するプロパティを参照した時に発生する
↓この辺も参考に
http://tokkono.cute.coocan.jp/blog/slow/index.php",https://qiita.com//y_fujieda/items/a0a69151cf7307039f74,,y_fujieda
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}751",これからVueを勉強しようと思っている人への道しるべ（勉強方法）を書く,"[""Vue.js"", ""JavaScript"", ""nuxt.js""]","・RubyやPHPはよく書くけど、Javascriptあんまよくわからない
・jQueryチョット書ける
ぜひ参考にしてもらえると幸いです。 ES6の記法を知る
",https://qiita.com//akashixi/items/8b1f1e9a985b9024bba6,4,akashixi
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}748",1年半のソフトウェアエンジニア長期インターンで出会ったオススメ本をたくさん紹介します,"[""本"", ""書籍紹介"", ""インターン""]","ンズオンがこれでもかとまとまってます
「セキュリティ意識はマジで高く持て」と知り合いの先輩エンジニアに口酸っぱく言われてます、しっかり読み込みたい1冊
マジでデカくて分厚いのとPHP",https://qiita.com//TodayInsane/items/5a04b5b1cf846a6d11d8,3,TodayInsane
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}747",良い子のためのKubernetesガイド,"[""Docker"", ""kubernetes""]","PHPで書かれた、たった１ページだけのファイルです。
フィッピーはホスティングプロバイダーに住んでいて、周りには恐ろしいアプリケーション達がたくさんいました。 ",https://qiita.com//nigamizawa/items/93077ebb58ea44fbc460,11,nigamizawa
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}746",3000人に聞いた、2019年最先端のフロントエンド開発者が使ってるツールはこれだ,"[""CSS"", ""JavaScript"", ""フロントエンド"", ""エンジニア""]","うちは以前PHPだったけど今やTSとNodeになった。」
「63%もアクセシビリティのテストをしてないなんて信じられない。どうせ本当に必要ではない最新のJSツールをいじくるの ...",https://qiita.com//rana_kualu/items/8ae7a987b9468863a6f2,5,rana_kualu
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}743",大規模Webアプリケーションにおける複雑性とアーキテクチャ設計に関する一考察,"[""オブジェクト指向"", ""設計"", ""DDD"", ""アーキテクチャ""]","筆者は普段、オブジェクト指向言語で書いているので、本記事でもその前提（Ruby、PHP、Python、Java、Scalaあたりを想定）になっています。
では、本編をどうぞ。 ...",https://qiita.com//tmknom/items/be5c4b350f561991f2f5,,tmknom
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}741",一から始める機械学習（機械学習概要）,"[""DeepLearning"", ""機械学習"", ""強化学習"", ""人工知能"", ""深層学習""]","https://archive.ics.uci.edu/ml/index.php
List of datasets for machine-learning research ...",https://qiita.com//taki_tflare/items/42a40119d3d8e622edd2,1,taki_tflare
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}737",/tmpと/var/tmpの仁義無き戦い,"[""Linux"", ""CentOS"", ""ShellScript"", ""PHP"", ""Ruby""]","課題
/tmpと/var/tmpどっちも大体一緒だからいいんじゃないかと思って/tmpにファイルをつくろうとしたら、プログラムが使用するものは/var/tmpにと叱られた。確かに、基幹系システム...",https://qiita.com//kuni-nakaji/items/f29be14be578b5a19d4b,3,kuni-nakaji
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}735",ぜんぶTIME_WAITのせいだ！,"[""Linux"", ""Ruby"", ""PHP"", ""CentOS"", ""nginx""]","課題
突然キャンペーンとかの高トラフィックが来る！とか言われると色々困ることはあるものの、今のご時世クラウドだからスペック上げときゃなんとかなるでしょ。ってとりあえずCPUとかメモリあげて見たも...",https://qiita.com//kuni-nakaji/items/c07004c7d9e5bb683bc2,,kuni-nakaji
".ViewerChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#55C500;
}

.NotChecked{
display:inline-block;
width:40px;
height:9.1px;
fill:#999;
}734",日本の技術系カンファレンスまとめ,"[""勉強会"", ""カンファレンス""]","★2017年セッション募集中
★2016年スケジュール
PHP
PHP カンファレンス
2000年から毎年開催されているという老舗のカンファレンスです。 ★",https://qiita.com//akatsuki174/items/3f0abf493e1f8d020307,11,akatsuki174
